,0
91,"POLYGON ((-94.56651228795508 39.02031105996706, -94.55785462832121 39.02031105996706, -94.55785462832121 39.02705596269499, -94.56651228795508 39.02705596269499, -94.56651228795508 39.02031105996706))"
92,"POLYGON ((-94.56651228795508 39.02705596269499, -94.55785462832121 39.02705596269499, -94.55785462832121 39.03380086542291, -94.56651228795508 39.03380086542291, -94.56651228795508 39.02705596269499))"
93,"POLYGON ((-94.56651228795508 39.03380086542291, -94.55785462832121 39.03380086542291, -94.55785462832121 39.04054576815084, -94.56651228795508 39.04054576815084, -94.56651228795508 39.03380086542291))"
94,"POLYGON ((-94.56651228795508 39.04054576815084, -94.55785462832121 39.04054576815084, -94.55785462832121 39.04729067087876, -94.56651228795508 39.04729067087876, -94.56651228795508 39.04054576815084))"
95,"POLYGON ((-94.56651228795508 39.04729067087876, -94.55785462832121 39.04729067087876, -94.55785462832121 39.05403557360668, -94.56651228795508 39.05403557360668, -94.56651228795508 39.04729067087876))"
96,"POLYGON ((-94.56651228795508 39.06078047633461, -94.55785462832121 39.06078047633461, -94.55785462832121 39.06752537906253, -94.56651228795508 39.06752537906253, -94.56651228795508 39.06078047633461))"
97,"POLYGON ((-94.56651228795508 39.07427028179045, -94.55785462832121 39.07427028179045, -94.55785462832121 39.08101518451838, -94.56651228795508 39.08101518451838, -94.56651228795508 39.07427028179045))"
98,"POLYGON ((-94.56651228795508 39.08101518451838, -94.55785462832121 39.08101518451838, -94.55785462832121 39.0877600872463, -94.56651228795508 39.0877600872463, -94.56651228795508 39.08101518451838))"
99,"POLYGON ((-94.56651228795508 39.0877600872463, -94.55785462832121 39.0877600872463, -94.55785462832121 39.09450498997423, -94.56651228795508 39.09450498997423, -94.56651228795508 39.0877600872463))"
100,"POLYGON ((-94.56651228795508 39.09450498997423, -94.55785462832121 39.09450498997423, -94.55785462832121 39.10124989270215, -94.56651228795508 39.10124989270215, -94.56651228795508 39.09450498997423))"
101,"POLYGON ((-94.56651228795508 39.10124989270215, -94.55785462832121 39.10124989270215, -94.55785462832121 39.10799479543007, -94.56651228795508 39.10799479543007, -94.56651228795508 39.10124989270215))"
102,"POLYGON ((-94.56651228795508 39.114739698158, -94.55785462832121 39.114739698158, -94.55785462832121 39.12148460088592, -94.56651228795508 39.12148460088592, -94.56651228795508 39.114739698158))"
103,"POLYGON ((-94.56651228795508 39.12148460088592, -94.55785462832121 39.12148460088592, -94.55785462832121 39.12822950361384, -94.56651228795508 39.12822950361384, -94.56651228795508 39.12148460088592))"
104,"POLYGON ((-94.55785462832121 39.02031105996706, -94.54919696868734 39.02031105996706, -94.54919696868734 39.02705596269499, -94.55785462832121 39.02705596269499, -94.55785462832121 39.02031105996706))"
105,"POLYGON ((-94.55785462832121 39.03380086542291, -94.54919696868734 39.03380086542291, -94.54919696868734 39.04054576815084, -94.55785462832121 39.04054576815084, -94.55785462832121 39.03380086542291))"
106,"POLYGON ((-94.55785462832121 39.04054576815084, -94.54919696868734 39.04054576815084, -94.54919696868734 39.04729067087876, -94.55785462832121 39.04729067087876, -94.55785462832121 39.04054576815084))"
107,"POLYGON ((-94.55785462832121 39.04729067087876, -94.54919696868734 39.04729067087876, -94.54919696868734 39.05403557360668, -94.55785462832121 39.05403557360668, -94.55785462832121 39.04729067087876))"
108,"POLYGON ((-94.55785462832121 39.05403557360668, -94.54919696868734 39.05403557360668, -94.54919696868734 39.06078047633461, -94.55785462832121 39.06078047633461, -94.55785462832121 39.05403557360668))"
109,"POLYGON ((-94.55785462832121 39.06078047633461, -94.54919696868734 39.06078047633461, -94.54919696868734 39.06752537906253, -94.55785462832121 39.06752537906253, -94.55785462832121 39.06078047633461))"
110,"POLYGON ((-94.55785462832121 39.06752537906253, -94.54919696868734 39.06752537906253, -94.54919696868734 39.07427028179045, -94.55785462832121 39.07427028179045, -94.55785462832121 39.06752537906253))"
111,"POLYGON ((-94.55785462832121 39.07427028179045, -94.54919696868734 39.07427028179045, -94.54919696868734 39.08101518451838, -94.55785462832121 39.08101518451838, -94.55785462832121 39.07427028179045))"
112,"POLYGON ((-94.55785462832121 39.08101518451838, -94.54919696868734 39.08101518451838, -94.54919696868734 39.0877600872463, -94.55785462832121 39.0877600872463, -94.55785462832121 39.08101518451838))"
113,"POLYGON ((-94.55785462832121 39.0877600872463, -94.54919696868734 39.0877600872463, -94.54919696868734 39.09450498997423, -94.55785462832121 39.09450498997423, -94.55785462832121 39.0877600872463))"
114,"POLYGON ((-94.55785462832121 39.09450498997423, -94.54919696868734 39.09450498997423, -94.54919696868734 39.10124989270215, -94.55785462832121 39.10124989270215, -94.55785462832121 39.09450498997423))"
115,"POLYGON ((-94.55785462832121 39.10124989270215, -94.54919696868734 39.10124989270215, -94.54919696868734 39.10799479543007, -94.55785462832121 39.10799479543007, -94.55785462832121 39.10124989270215))"
