,0
53,"POLYGON ((-93.29107868174081 44.91401330029608, -93.28155870027369 44.91401330029608, -93.28155870027369 44.92075820302403, -93.29107868174081 44.92075820302403, -93.29107868174081 44.91401330029608))"
54,"POLYGON ((-93.29107868174081 44.92075820302403, -93.28155870027369 44.92075820302403, -93.28155870027369 44.92750310575197, -93.29107868174081 44.92750310575197, -93.29107868174081 44.92075820302403))"
55,"POLYGON ((-93.29107868174081 44.92750310575197, -93.28155870027369 44.92750310575197, -93.28155870027369 44.93424800847992, -93.29107868174081 44.93424800847992, -93.29107868174081 44.92750310575197))"
56,"POLYGON ((-93.29107868174081 44.93424800847992, -93.28155870027369 44.93424800847992, -93.28155870027369 44.94099291120786, -93.29107868174081 44.94099291120786, -93.29107868174081 44.93424800847992))"
57,"POLYGON ((-93.29107868174081 44.94099291120786, -93.28155870027369 44.94099291120786, -93.28155870027369 44.94773781393581, -93.29107868174081 44.94773781393581, -93.29107868174081 44.94099291120786))"
58,"POLYGON ((-93.29107868174081 44.94773781393581, -93.28155870027369 44.94773781393581, -93.28155870027369 44.95448271666375, -93.29107868174081 44.95448271666375, -93.29107868174081 44.94773781393581))"
59,"POLYGON ((-93.29107868174081 44.95448271666375, -93.28155870027369 44.95448271666375, -93.28155870027369 44.9612276193917, -93.29107868174081 44.9612276193917, -93.29107868174081 44.95448271666375))"
60,"POLYGON ((-93.29107868174081 44.9612276193917, -93.28155870027369 44.9612276193917, -93.28155870027369 44.96797252211964, -93.29107868174081 44.96797252211964, -93.29107868174081 44.9612276193917))"
61,"POLYGON ((-93.29107868174081 44.96797252211964, -93.28155870027369 44.96797252211964, -93.28155870027369 44.97471742484759, -93.29107868174081 44.97471742484759, -93.29107868174081 44.96797252211964))"
62,"POLYGON ((-93.29107868174081 44.97471742484759, -93.28155870027369 44.97471742484759, -93.28155870027369 44.98146232757554, -93.29107868174081 44.98146232757554, -93.29107868174081 44.97471742484759))"
63,"POLYGON ((-93.29107868174081 44.98146232757554, -93.28155870027369 44.98146232757554, -93.28155870027369 44.98820723030348, -93.29107868174081 44.98820723030348, -93.29107868174081 44.98146232757554))"
64,"POLYGON ((-93.29107868174081 44.98820723030348, -93.28155870027369 44.98820723030348, -93.28155870027369 44.99495213303143, -93.29107868174081 44.99495213303143, -93.29107868174081 44.98820723030348))"
65,"POLYGON ((-93.29107868174081 44.99495213303143, -93.28155870027369 44.99495213303143, -93.28155870027369 45.00169703575937, -93.29107868174081 45.00169703575937, -93.29107868174081 44.99495213303143))"
66,"POLYGON ((-93.29107868174081 45.00169703575937, -93.28155870027369 45.00169703575937, -93.28155870027369 45.00844193848732, -93.29107868174081 45.00844193848732, -93.29107868174081 45.00169703575937))"
67,"POLYGON ((-93.29107868174081 45.00844193848732, -93.28155870027369 45.00844193848732, -93.28155870027369 45.01518684121526, -93.29107868174081 45.01518684121526, -93.29107868174081 45.00844193848732))"
