,0
284,POINT (-93.25113686994976 44.97447126133056)
285,POINT (-93.28873704922864 44.94836293319675)
286,POINT (-93.3215644435424 44.9467257773439)
287,POINT (-93.26750187210585 44.97813524576275)
288,POINT (-93.2625795985647 44.9773850276404)
289,POINT (-93.3013671030856 44.9808701535483)
290,POINT (-93.2965961178862 44.95641321446185)
291,POINT (-93.27785113603406 44.9582363407196)
292,POINT (-93.28881363266484 44.94130990178915)
293,POINT (-93.2364118069685 44.9865666714509)
294,POINT (-93.25813963555206 44.9573408273883)
295,POINT (-93.2166002649644 44.9728170803037)
296,POINT (-93.2976546989544 44.9492583118213)
297,POINT (-93.27623838314065 44.9871716446407)
298,POINT (-93.27204885000594 44.97154604467665)
299,POINT (-93.28219878810215 44.94660282079469)
300,POINT (-93.28876702530361 44.9795573700688)
301,POINT (-93.2924733132713 44.95912137460265)
302,POINT (-93.24748566147098 44.96135399858488)
303,POINT (-93.25845154265375 44.97898555098745)
304,POINT (-93.26997267527311 44.97849975007742)
305,POINT (-93.28208100279164 44.98967622844845)
306,POINT (-93.28938824752751 44.9474858502824)
307,POINT (-93.25186441622014 44.9483670601579)
308,POINT (-93.31497671071547 44.96122850855593)
309,POINT (-93.24861903119844 45.0022715328346)
310,POINT (-93.23966581108161 44.9627508350558)
311,POINT (-93.23725717012785 44.97979469314185)
312,POINT (-93.26255046553325 44.9386585091709)
313,POINT (-93.2872180353931 45.01295789569321)
314,POINT (-93.23191265770861 45.00453908663938)
315,POINT (-93.26765968924539 44.96179309250455)
316,POINT (-93.2598634731271 44.97957874410085)
317,POINT (-93.27709630634085 44.97234368099781)
318,POINT (-93.25917886436244 44.98824188930925)
319,POINT (-93.24696602307036 44.96263822038258)
320,POINT (-93.24734791666759 44.97270050512627)
321,POINT (-93.2623440995294 45.00999995907965)
322,POINT (-93.25306708717414 44.95553978357)
323,POINT (-93.28008045613871 44.969863079264)
324,POINT (-93.27192693996574 44.98329006643596)
325,POINT (-93.28867525573256 44.9555416943291)
326,POINT (-93.2644824728695 44.9729423524167)
327,POINT (-93.2796949749162 44.9474648406942)
328,POINT (-93.2800838379639 44.96771921642529)
329,POINT (-93.27718274782904 44.9609057789662)
330,POINT (-93.26558645675649 44.97601046130195)
331,POINT (-93.27857275245974 44.9687867326344)
332,POINT (-93.24448708722684 44.98331262571345)
333,POINT (-93.2686077215418 44.9779173538334)
334,POINT (-93.2793298644674 44.96825260957125)
335,POINT (-93.22557166849975 44.98874743418875)
336,POINT (-93.26003320011895 44.958226112214)
337,POINT (-93.25352553197581 44.9613794925988)
338,POINT (-93.23862990761425 44.948363739148)
339,POINT (-93.2766000245915 44.97480139641585)
340,POINT (-93.2696169336774 44.9833389152296)
341,POINT (-93.25819230266875 44.9622656405876)
342,POINT (-93.2707268318722 44.98494897960565)
343,POINT (-93.26005439935987 44.94267736045856)
344,POINT (-93.2337483139671 44.98531446518435)
345,POINT (-93.26910894954489 44.97622404350775)
346,POINT (-93.29616950340539 44.98427167561015)
347,POINT (-93.247268666354 44.9844305642615)
348,POINT (-93.24400286008179 44.98246798044405)
349,POINT (-93.26695570932421 44.9765942900672)
350,POINT (-93.24776914928975 44.99096886465125)
351,POINT (-93.27876791153889 44.95374053508645)
352,POINT (-93.24470220254244 44.96305499176)
353,POINT (-93.23561352852191 44.9521538189234)
354,POINT (-93.21514074088533 44.9716109098667)
355,POINT (-93.28102208012226 44.97449561161605)
356,POINT (-93.29494359124016 45.00775218854925)
357,POINT (-93.2989190922442 44.94836376798)
358,POINT (-93.25157716711931 44.9909086801991)
359,POINT (-93.2598572128951 44.97623015710064)
360,POINT (-93.2347243014006 44.9510813400125)
361,POINT (-93.25370901901854 44.9404544140946)
362,POINT (-93.27781524539725 44.9674748816397)
363,POINT (-93.29053879817913 44.9618131450546)
364,POINT (-93.28612467727575 44.9661652641741)
365,POINT (-93.2666948196468 44.98378978730905)
366,POINT (-93.26828670060246 44.9689165981244)
367,POINT (-93.25047044847926 44.9609327582841)
368,POINT (-93.23510880447405 44.98592220410715)
369,POINT (-93.2596786100116 44.96718276586655)
370,POINT (-93.28226298908199 44.98283898182115)
371,POINT (-93.26896396285676 45.0011475266997)
372,POINT (-93.22639291646664 44.97367362092263)
373,POINT (-93.2835399326915 44.97394578937158)
